474,4,884182806,298
465,5,891628467,253
1014,5,879781125,286
222,5,876042340,200
387,5,879270459,122
1042,4,874834944,291
392,4,886176814,119
486,4,892738452,167
144,4,877881320,299
1,4,887736532,308
95,5,892430094,38
277,4,875747401,63
234,5,876861185,160
98,4,882075827,301
193,4,879539727,225
88,4,880731963,290
274,4,886890835,157
603,5,891295330,278
32,4,891350932,7
16,4,877888877,10
304,4,885329322,284
327,5,875333916,287
201,5,884921594,246
1137,5,879741196,242
241,5,879641194,249
4,5,886519097,99
100,4,886271884,251
322,4,890618898,260
181,5,885853415,25
196,5,888205088,59
384,4,879877127,87
143,5,880474293,290
423,5,881107687,42
515,4,881103977,292
219,4,884112673,201
919,4,884920949,246
26,5,879024232,138
427,5,883326620,60
304,5,883698581,57
274,4,891550094,223
512,4,893277702,189
165,4,879546723,194
248,4,882823954,178
229,5,884364867,127
237,5,879539643,225
480,5,879540748,225
144,5,874835091,291
366,4,878183381,222
518,5,878971773,267
111,4,891903862,11
625,4,888954412,95
338,4,879361873,8
25,4,877635573,162
1016,4,879876194,87
154,5,875296291,279
1153,5,874781198,119
498,4,879373848,62
209,4,881961214,28
23,4,879857765,135
382,5,891383835,90
208,4,877531942,286
144,4,880234639,216
328,5,886397722,166
496,4,878090499,250
132,5,885848672,271
174,5,876860807,160
118,4,875320714,265
96,5,881107178,42
151,5,884288058,168
307,4,886987260,110
144,4,884304936,58
648,4,891384754,90
346,4,885844430,271
514,4,879376641,237
789,4,891720887,94
317,4,884182806,298
195,5,878347874,44
200,5,886122352,264
195,5,880037702,72
750,5,883815120,222
1147,4,879791710,262
23,5,888205300,59
379,5,877533771,286
815,4,880605185,244
479,4,891352010,7
274,4,879876734,87
272,4,884538403,13
427,5,886323090,305
955,4,889502823,299
504,4,891449922,269
466,4,879525876,194
135,4,876860807,160
486,4,877886846,10
117,4,874724988,259
919,4,879467295,303
273,5,878870987,213
98,5,891383204,90
117,4,876973939,68
177,4,875537965,172
4,4,885412840,19
231,4,875744136,268
294,4,883612356,44
137,4,875975656,43
466,5,887401701,80
164,4,886472768,254
298,4,883601324,66
79,4,885680138,99
98,4,881515011,13
455,4,891353086,7
755,4,878183481,222
673,5,884128554,200
328,4,876923913,119
172,5,878955442,213
379,4,875801662,130
328,4,892428688,38
216,4,875216545,130
452,4,882164999,256
61,4,878542420,1
48,4,880036718,72
360,4,882140926,13
174,5,881105481,292
483,5,888549622,232
220,4,878962392,181
255,4,874724710,259
471,4,886323648,305
202,5,891170769,161
408,5,877399018,148
228,5,884238860,97
1098,4,884304936,58
234,4,887665548,83
347,4,891383319,90
178,5,879455113,272
478,4,879454628,125
14,4,877877775,299
10,5,879524921,151
127,4,891446165,269
14,5,883599249,6
69,5,879467542,303
790,4,882078621,301
554,4,879875940,87
109,4,877819599,294
171,4,877531791,286
318,5,884128458,200
568,4,882826555,178
65,4,879374686,62
172,4,875653271,92
401,4,882078040,301
339,5,882157581,36
68,4,875307407,279
7,4,878089716,250
237,5,874775038,119
218,5,879966498,295
258,4,883601089,66
202,5,879394264,233
623,4,880308578,83
344,4,891374868,100
56,4,882076587,301
89,5,879283786,307
576,4,880308755,83
133,4,875240090,297
153,5,892430369,38
382,4,891352093,7
813,4,886122952,264
507,4,879456199,85
143,4,889651549,286
595,5,875936424,113
11,5,881104093,292
98,4,875155140,275
520,5,893265380,189
209,5,877488546,218
222,5,874775311,119
177,4,880134407,158
118,4,877563802,222
79,5,882076403,301
237,5,875270570,145
385,4,874786462,23
767,4,884114505,201
705,5,884197193,296
64,5,877720297,16
357,4,879138713,154
484,5,884733766,77
508,5,884196584,296
77,4,878183616,222
215,5,882140588,13
705,5,877722736,16
452,4,876956264,270
64,5,879465631,187
304,5,876041644,200
749,5,887646170,170
204,4,879967478,128
33,4,878542699,1
160,4,875072547,1
321,5,889906967,184
343,4,891725009,94
508,4,879967767,128
1197,4,887739521,308
134,5,879467959,303
256,5,882126156,69
662,4,887347350,254
2,4,874792436,276
410,4,878970785,267
56,5,881515011,13
271,5,889241426,294
1086,4,891384424,90
26,4,880129731,18
649,4,887739292,308
302,4,891560253,191
96,5,884129409,200
197,5,877726146,16
199,4,885848448,271
169,5,888640356,142
258,4,877879172,207
333,4,880130397,177
378,4,885849447,271
425,4,886324486,305
286,4,891560842,191
558,5,874951695,21
96,5,891409839,197
206,4,892334543,234
402,4,887740700,308
640,4,887737036,308
522,5,891447773,269
265,4,891721889,94
12,5,879455254,272
20,5,884196921,296
462,5,877544218,180
163,4,891353444,7
186,4,890704999,13
731,4,882827532,178
781,5,882165296,256
176,5,891299752,263
1181,4,875314001,279
815,4,883956189,43
197,5,879528710,151
188,4,879641067,249
699,4,888106106,144
604,4,882075994,301
97,4,878181739,222
135,5,888905550,293
173,5,878955442,213
498,4,882139901,13
715,5,888205921,59
17,4,875636198,5
163,5,879454956,125
315,5,886432749,174
515,4,878870518,213
15,4,879968827,128
56,4,889179478,239
80,4,875086354,291
238,4,878089963,250
60,5,883327734,60
1,5,875334088,287
531,4,880233810,216
471,4,880434463,203
176,4,878956338,213
288,5,875806672,286
194,4,879517412,295
596,5,878089921,250
144,5,881433689,137
137,4,882049932,257
328,4,891679939,111
480,4,891438875,91
211,4,891436202,215
1060,5,893264301,189
20,4,887431883,1
404,4,879468375,303
210,4,879465242,187
568,4,892668197,214
191,4,890595859,285
156,4,884402860,96
1067,4,881171009,115
480,4,888625753,73
246,5,891457067,269
419,5,891299514,263
475,4,875244204,221
182,5,880036515,72
357,4,885852757,25
50,5,880473582,290
526,4,893266205,189
365,5,884129962,200
135,4,879465653,187
187,4,889909024,184
229,4,882397650,13
185,4,889655435,235
712,4,879376178,62
742,5,880934806,54
168,4,875653723,92
174,4,879283480,307
200,4,879468459,303
150,4,880125101,117
77,4,888103872,224
229,4,886474580,254
381,4,879365491,64
25,4,881014015,45
922,4,889174849,276
187,4,892079140,234
721,5,886123656,264
611,5,877886722,10
427,4,887736584,308
943,4,875246759,221
126,4,883681514,131
680,4,880484286,230
1061,4,881368891,192
900,4,891382309,90
941,4,889124890,193
603,5,879966839,128
265,4,880606634,244
382,5,874781742,119
181,4,888605273,231
33,4,882078228,301
744,4,891721462,94
642,4,875216933,130
121,5,892679480,56
12,4,879373613,62
845,4,882824291,178
597,4,889070087,217
303,4,891271203,79
484,4,879024127,138
81,5,887737293,308
198,4,891447062,269
864,4,882141924,13
742,5,880485043,230
507,4,891448800,269
1099,5,889179253,239
1028,5,888513447,245
961,5,879519556,295
7,4,877892210,10
399,4,875313859,279
98,5,883600680,6
1039,4,879988184,243
181,4,884125629,298
200,5,875384647,118
1114,5,879297545,283
292,4,891034835,171
217,4,884151119,70
100,5,877891747,10
181,4,888513664,245
70,4,874790826,276
56,5,893265263,189
242,5,883888671,226
1016,4,879373008,62
417,4,874792907,276
478,4,891544052,214
235,4,876504354,306
631,5,891700751,280
430,5,883326122,60
71,4,892683275,56
274,5,881105817,42
202,5,875072442,1
809,4,882397582,13
289,4,877556988,173
23,4,883524249,185
381,4,880604077,244
293,4,878746946,150
497,4,891352134,7
317,4,882826915,178
222,5,884238887,97
268,5,880124306,117
655,4,886123530,264
588,5,881108147,42
367,4,879876702,87
127,4,882164406,256
661,5,881105561,292
665,4,884922831,246
845,5,878945579,274
692,5,875072583,188
86,4,880129731,18
407,4,889127921,193
709,4,888105940,144
1198,5,891383866,90
609,4,879434819,48
128,5,878887983,22
432,4,884365485,311
22,5,879362183,8
188,4,874792547,276
173,5,878183043,222
866,4,880035887,72
134,4,878192311,299
171,5,889751711,1
216,4,879525778,165
121,4,878962623,181
11,5,884129542,200
626,4,892336358,234
707,4,880606243,244
25,5,891384789,90
216,5,883108324,208
96,4,891298336,263
323,4,891732335,134
586,4,892864663,279
292,4,888550774,2
302,4,888065432,49
153,5,877531406,286
80,4,878887227,22
318,4,892078890,234
147,4,876514002,268
405,4,878945840,274
492,5,891352010,7
55,5,877717956,16
161,4,880474293,290
515,4,875640800,92
1070,5,889179032,239
449,5,892679308,56
234,4,884534968,248
187,5,887738760,308
64,5,874787441,276
509,4,879270511,122
739,4,879518319,295
568,4,891299387,263
39,4,879518279,295
1100,4,884112800,201
1028,5,880557539,159
181,5,874786488,276
823,5,882397833,13
660,4,880308256,83
20,5,893264466,189
796,4,878183684,222
1022,5,891458193,146
80,4,892838865,125
120,4,884029430,43
518,4,884753202,77
686,5,874835165,291
57,5,890116575,236
661,4,888185947,156
52,5,888550130,232
866,5,884287927,168
288,4,880915258,37
230,4,889655162,235
506,5,891383319,90
566,5,879023663,186
660,5,878347915,44
774,5,875385198,118
661,5,891351624,7
1028,4,881106072,42
433,4,882827834,178
474,5,884732407,77
1047,4,892911290,56
99,4,878141681,286
190,4,879517062,295
69,4,888082495,224
317,4,879454977,272
318,5,877124871,207
648,5,891351653,7
82,5,879875774,87
449,5,883613334,44
287,4,876504442,306
659,4,892738277,167
100,4,879879720,108
304,5,880484286,230
302,4,880928519,54
22,4,891384357,90
357,4,877531537,286
269,4,892242403,14
121,5,875640679,92
405,4,878962919,181
806,4,879216529,65
443,5,878348289,44
183,4,880606043,244
265,4,878542441,1
25,5,876954456,270
746,4,877533058,286
272,5,889181247,239
55,5,880245145,216
385,4,882826982,178
23,4,879522819,194
143,5,875072674,188
294,4,874786366,276
1098,4,880135069,158
654,4,886323937,305
736,4,889739212,64
378,5,891353011,7
92,5,888204997,59
268,5,882027109,69
129,4,874951382,21
9,4,884304328,58
200,5,891353543,7
126,5,875076827,113
328,5,877557028,173
233,4,879196354,95
194,5,877720733,16
323,4,888206809,59
589,4,881105516,292
203,4,883955224,43
50,4,891271545,79
70,5,889655619,235
190,5,892836309,125
161,5,879468547,303
923,5,891383912,90
463,4,883601713,6
298,4,875807004,286
57,5,875239383,297
1217,4,875801778,130
748,4,882157285,36
285,4,888465201,104
447,5,874951695,21
301,4,891680028,111
408,5,880129628,18
222,4,885852817,25
98,5,876955868,270
237,5,876974133,68
215,4,880307940,83
216,5,879459859,89
317,4,879968029,128
512,4,886323525,305
175,5,877532470,286
86,5,882165103,256
48,5,875245462,221
203,5,884114471,201
181,5,878746685,150
742,4,888104122,144
566,4,880578814,109
421,4,891435704,215
937,5,886432989,174
583,4,876513830,268
462,4,876858346,160
273,4,878019342,195
178,4,888082468,224
1016,5,885678724,99
251,5,888552084,2
9,4,881104148,292
568,4,880037203,72
281,5,880307072,83
926,4,875334340,287
53,5,878184113,222
64,5,875322758,24
393,4,881251863,196
91,4,892683275,56
761,4,882164644,256
56,4,883889102,226
741,5,875296891,279
8,5,877722736,16
93,4,880434940,203
56,5,875271896,145
305,4,886372527,288
117,4,891015319,313
1,4,877019411,148
347,4,891409070,197
164,5,874951695,21
491,5,889181015,239
287,5,883526288,185
89,4,875239125,297
68,4,879467361,303
194,5,889178833,239
511,5,891409839,197
1,4,891700426,280
162,4,883327734,60
258,4,884204501,198
513,5,889178887,239
375,4,876374419,233
642,4,882995615,85
518,4,884112201,201
228,4,884197264,296
725,4,875314144,279
